PRINT LIST,Rev. Statues,"T 
PURPOSE",UNIT,Doc.Type,"WORK 
CAT.",SUBJ,Document No.,Document Title,Rev.,"Doc.
Purpose",TN No.,TN Date,Statues,Remarks,New Rev On TPLANET,Site Manager,PREV,QA-QC,Material Control,Survey,Admin,Scaffold,Piping E. (13),Piping F. (13),"Underg.
 (14)","South
CON.
Manager",Civil N&S (17),PRE CAST UG ,"Elec. & Instro.
 (15 & 16)","SST
 (18)","Insulation
 (22)","Painting
(23)",Tanks ,"Flare
Manager","Mec. Erction
 (68)"
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-007-01,ACCESS CONTROL SYSTEM (ACS) - INTERCONNECTING DIAGRAM,0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-007-02,ACCESS CONTROL SYSTEM (ACS) - INTERCONNECTING DIAGRAM,A,IFR,T-TP-PTJ-00795,10/20/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-007-02,ACCESS CONTROL SYSTEM (ACS) - INTERCONNECTING DIAGRAM,0,IFR,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-009-01,BUSINESS DATA LAN (& VIDEOCONFERENCE) SYSTEM - INTERCONNECTING DIAGRAM,A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-009-01,BUSINESS DATA LAN (& VIDEOCONFERENCE) SYSTEM - INTERCONNECTING DIAGRAM,0,IFR,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-009-02,BUSINESS DATA LAN (& VIDEOCONFERENCE) SYSTEM - INTERCONNECTING DIAGRAM,A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-009-02,BUSINESS DATA LAN (& VIDEOCONFERENCE) SYSTEM - INTERCONNECTING DIAGRAM,0,IFR,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-009-03,BUSINESS DATA LAN (& VIDEOCONFERENCE) SYSTEM - INTERCONNECTING DIAGRAM,A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-009-03,BUSINESS DATA LAN (& VIDEOCONFERENCE) SYSTEM - INTERCONNECTING DIAGRAM,0,IFR,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-01,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-01,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-02,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-02,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-03,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-03,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-04,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-04,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-05,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-05,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-06,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-06,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-07,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-07,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-08,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-08,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-010-09,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00802,11/16/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-010-09,"TELEPHONE SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00805,11/27/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-01,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-01,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-02,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-02,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-03,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-03,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-04,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-04,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-05,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-05,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-06,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-06,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-07,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-07,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-08,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-08,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-09,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-09,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-10,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-10,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-11,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-11,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-12,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-12,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-13,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-13,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-14,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-14,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-15,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-15,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-16,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-16,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,0,DW,15,32,079254C-0000-DW-1532-011-17,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",A,IFR,T-TP-PTJ-00798,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,32,079254C-0000-DW-1532-011-17,"PAGA & INTERCOM SYSTEM -
INTERCONNECTING DIAGRAM",0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-01,TELECOM ROOM LAYOUTS,B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-01,TELECOM ROOM LAYOUTS,C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-01,TELECOM ROOM LAYOUTS,0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-02,TELECOM ROOM LAYOUTS,B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-02,TELECOM ROOM LAYOUTS,C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-02,TELECOM ROOM LAYOUTS,0,IFC,T-TP-PTJ-00803,11/23/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-03,TELECOM ROOM LAYOUTS ADMINISTARTION BUILDING - CANTEEN (B01),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-03,TELECOM ROOM LAYOUTS ADMINISTARTION BUILDING - CANTEEN (B01),C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-03,TELECOM ROOM LAYOUTS ADMINISTARTION BUILDING - CANTEEN (B01),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-04,TELECOM ROOM LAYOUTS MAINTENANCE WORKSHOP (B-02),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-04,TELECOM ROOM LAYOUTS MAINTENANCE WORKSHOP (B-02),C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-04,TELECOM ROOM LAYOUTS MAINTENANCE WORKSHOP (B-02),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-05,TELECOM ROOM LAYOUTS WAREHOUSE & CHEMICAL STORAGE BUILDING (B03),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-05,TELECOM ROOM LAYOUTS WAREHOUSE & CHEMICAL STORAGE BUILDING (B03),C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-05,TELECOM ROOM LAYOUTS WAREHOUSE & CHEMICAL STORAGE BUILDING (B03),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-06,TELECOM ROOM LAYOUTS MAIN PLANT GATEHOUSE (HSE) (B04),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-06,TELECOM ROOM LAYOUTS MAIN PLANT GATEHOUSE (HSE) (B04),C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-06,TELECOM ROOM LAYOUTS MAIN PLANT GATEHOUSE (HSE) (B04),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-07,TELECOM ROOM LAYOUTS CLINIC (B05),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-07,TELECOM ROOM LAYOUTS CLINIC (B05),C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-07,TELECOM ROOM LAYOUTS CLINIC (B05),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-08,TELECOM ROOM LAYOUTS FIRE SAFETY BUILDING (B06),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-08,TELECOM ROOM LAYOUTS FIRE SAFETY BUILDING (B06),C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-08,TELECOM ROOM LAYOUTS FIRE SAFETY BUILDING (B06),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-09,TELECOM ROOM LAYOUTS OFFICE BLOCK BUILDING (B17),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-09,TELECOM ROOM LAYOUTS OFFICE BLOCK BUILDING (B17),C,IFR ,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-09,TELECOM ROOM LAYOUTS OFFICE BLOCK BUILDING (B17),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-10,TELECOM ROOM LAYOUTS OFFICE CENTRAL CONTROL BUILDING (B14),B,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-10,TELECOM ROOM LAYOUTS OFFICE CENTRAL CONTROL BUILDING (B14),C,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-10,TELECOM ROOM LAYOUTS OFFICE CENTRAL CONTROL BUILDING (B14),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-11,TELECOM ROOM LAYOUTS LABORATORY BUILDING,A,IFEW,Exhinit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-11,TELECOM ROOM LAYOUTS LABORATORY BUILDING,B,IFR ,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-11,TELECOM ROOM LAYOUTS LABORATORY BUILDING,0,IFC ,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,TEND,0,DW,15,33,079254C-0000-DW-1533-001-12,TELECOM ROOM LAYOUTS - OPERATOR CHANGING ROOM (B08) & LOCAL ELECTRICAL BUILDING (B11),A,IFR,T-TP-PTJ-00797,10/27/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,0,DW,15,33,079254C-0000-DW-1533-001-12,TELECOM ROOM LAYOUTS - OPERATOR CHANGING ROOM (B08) & LOCAL ELECTRICAL BUILDING (B11),0,IFC,T-TP-PTJ-00803,11/23/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,62,079254C-0000-DW-1562-001,ANALYZER SYSTEM BLOCK DIAGRAM,A,IFR,T-TP-PTJ-00077,7/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,62,079254C-0000-DW-1562-001,ANALYZER SYSTEM BLOCK DIAGRAM,B,IDD,T-TP-PTJ-00231,1/21/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,0,DW,15,62,079254C-0000-DW-1562-001,ANALYZER SYSTEM BLOCK DIAGRAM,C,IDD,T-TP-PTJ-00411,4/29/2022,Final,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,0,DW,15,63,079254C-0000-DW-1563-001,ANALYZER SHELTER LAYOUT -1B03-AS-001,A,IBD,T-TP-PTJ-00034,6/21/2021,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-001,PNEUMATIC HOOK-UPS - DRAWINGS,A,IFR,T-TP-PTJ-00077,7/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-001,PNEUMATIC HOOK-UPS - DRAWINGS,B,IDD,T-TP-PTJ-00114,9/24/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,L,CONS,0,DW,15,76,079254C-0000-DW-1576-001,PNEUMATIC HOOK-UPS - DRAWINGS,0,IFC,T-TP-PTJ-00634,9/1/2022,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-002,MECHANICAL HOOK-UPS - FLOW INSTRUMENTS,A,IFR,T-TP-PTJ-00077,7/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-002,MECHANICAL HOOK-UPS - FLOW INSTRUMENTS,B,IFR,T-TP-PTJ-00141,10/28/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,L,CONS,0,DW,15,76,079254C-0000-DW-1576-002,MECHANICAL HOOK-UPS - FLOW INSTRUMENTS,0,IFC,T-TP-PTJ-00634,9/1/2022,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-003,MECHANICAL HOOK-UPS - LEVEL INSTRUMENTS,A,IFR,T-TP-PTJ-00077,7/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-003,MECHANICAL HOOK-UPS - LEVEL INSTRUMENTS,B,IDD,T-TP-PTJ-00156,11/11/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,L,CONS,0,DW,15,76,079254C-0000-DW-1576-003,MECHANICAL HOOK-UPS - LEVEL INSTRUMENTS,0,IFC,T-TP-PTJ-00634,9/1/2022,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-004,MECHANICAL HOOK-UPS - PRESSURE INSTRUMENTS,A,IFR,T-TP-PTJ-00077,7/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-004,MECHANICAL HOOK-UPS - PRESSURE INSTRUMENTS,B,IDD,T-TP-PTJ-00184,12/6/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,L,CONS,0,DW,15,76,079254C-0000-DW-1576-004,MECHANICAL HOOK-UPS - PRESSURE INSTRUMENTS,0,IFC,T-TP-PTJ-00661,10/17/2022,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-006,STEAM TRACING - HOOK-UPS DRAWINGS,A,IFR,T-TP-PTJ-00077,7/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,0,DW,15,76,079254C-0000-DW-1576-006,STEAM TRACING - HOOK-UPS DRAWINGS,B,IDD,T-TP-PTJ-00241,1/27/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
