index,category,Document No.,Document Title
1645,DW,079254C-1D05-DW-1622-002-09,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1646,DW,079254C-1D05-DW-1622-002-09,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1647,DW,079254C-1D05-DW-1622-002-10,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1648,DW,079254C-1D05-DW-1622-002-10,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1649,DW,079254C-1D05-DW-1622-002-11,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1650,DW,079254C-1D05-DW-1622-002-11,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1651,DW,079254C-1D05-DW-1622-002-12,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1652,DW,079254C-1D05-DW-1622-002-12,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1653,DW,079254C-1D05-DW-1622-002-13,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1654,DW,079254C-1D05-DW-1622-002-13,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1655,DW,079254C-1D05-DW-1622-002-14,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1656,DW,079254C-1D05-DW-1622-002-14,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1657,DW,079254C-1D05-DW-1622-002-15,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1658,DW,079254C-1D05-DW-1622-002-15,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1659,DW,079254C-1D05-DW-1622-002-16,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1660,DW,079254C-1D05-DW-1622-002-16,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1661,DW,079254C-1D05-DW-1622-002-17,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1662,DW,079254C-1D05-DW-1622-002-17,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1663,DW,079254C-1D05-DW-1745-005-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-101)"
1664,DW,079254C-1D05-DW-1745-005-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-101)"
1665,DW,079254C-1D05-DW-1745-010-01,"UNIT 1D05-DCU - FOUNDATION FOR
MISC. PIPE SUPPORTS 05-IS-102"
1666,DW,079254C-1D05-DW-1745-010-01,"UNIT 1D05-DCU - FOUNDATION FOR
MISC. PIPE SUPPORTS 05-IS-102"
1667,DW,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1668,DW,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1669,DW,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1670,DW,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1671,DW,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1672,DW,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1673,DW,079254C-1D05-DW-1745-012-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-104)"
1674,DW,079254C-1D05-DW-1745-012-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-104)"
1675,DW,079254C-1D05-DW-1745-013-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1676,DW,079254C-1D05-DW-1745-013-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1677,DW,079254C-1D05-DW-1745-013-02,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-200)"
1678,DW,079254C-1D05-DW-1745-013-02,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-200)"
1679,DW,079254C-1D05-DW-1745-014-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-400)"
1680,DW,079254C-1D05-DW-1745-014-01,"UNIT 1D05 - DCU - FOUNDATION
FOR MISC. PIPE SUPPORTS 05-IS-
300"
1681,DW,079254C-1D05-DW-1745-015-01,"UNIT 1D05 - DCU - FOUNDATION
FOR MISC. PIPE SUPPORTS 05-IS-
300"
1682,DW,079254C-1D05-DW-1745-018-01,UNIT 1D05 - DCU - FOUNDATION FOR PIPE SUPPORTS (05-IS-443)
1683,DW,079254C-1D05-DW-1745-018-01,UNIT 1D05 - DCU - FOUNDATION FOR PIPE SUPPORTS (05-IS-443)
1684,DW,079254C-1D05-DW-1845-006-01,"UNIT-1D05-DCU - STEEL SUPPORT FOR 05-IS-1000 - ISOMETRIC VIEW, PLANS, PLANS, ELEVATIONS AND DETAIL"
1685,DW,079254C-1D05-DW-1845-009-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-101)"
1686,DW,079254C-1D05-DW-1845-010-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-102)"
1687,DW,079254C-1D05-DW-1845-011-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-102)"
1688,DW,079254C-1D05-DW-1845-012-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-104)"
1689,DW,079254C-1D05-DW-1845-013-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1690,DW,079254C-1D05-DW-1845-013-02,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1691,DW,079254C-1D05-DW-1845-014-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-400)"
1692,DW,079254C-1D05-DW-1845-014-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-400)"
1693,DW,079254C-1D05-DW-1845-015-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-300)"
1694,DW,079254C-1D05-DW-1845-015-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-300)"
1695,DW,079254C-1D05-DW-1845-017-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-500)"
1696,DW,079254C-1D05-DW-1845-018-01,UNIT 1D05 - DCU - MISC. STEEL FOR PIPE SUPPORTS (05-IS-443)
1697,DW,079254C-1D05-DW-1845-018-01,UNIT 1D05 - DCU - MISC. STEEL FOR PIPE SUPPORTS (05-IS-443)
1698,NM,079254C-1D05-NM-9001-001,"SYSTEM COMPONENT LIST - 15-
1D05-C-000-01 - STRUCTURES"
1699,NM,079254C-1D05-NM-9001-002,"SYSTEM COMPONENT LIST - 15-
1D05-C-000-02 - PIPERACK"
1700,NM,079254C-1D05-NM-9001-003,"SYSTEM COMPONENT LIST - 15-
1D05-C-000-03 - PAVING, ROADS
AND YARDS"
1701,NM,079254C-1D05-NM-9001-004,"SYSTEM COMPONENT LIST - 15-
1D05-E-000-01 - LIGHTING AND
SMALL POWER"
1702,NM,079254C-1D05-NM-9001-005,"SYSTEM COMPONENT LIST - 15-
1D05-E-000-02 - EARTHING AND
LIGHTNING"
1703,NM,079254C-1D05-NM-9001-006,"SYSTEM COMPONENT LIST - 15-
1D05-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
1704,NM,079254C-1D05-NM-9001-009,"SYSTEM COMPONENT LIST - 15-
1D05-J-000-05 - FIRE AND GAS
DETECTIONSYSTEM COMPONENT LIST - 15-
1D05-J-000-05 - FIRE AND GAS
DETECTION"
1705,NM,079254C-1D05-NM-9001-010,"SYSTEM COMPONENT LIST - 15-
1D05-F-000-02 - DELUGE SYSTEMS"
1706,NM,079254C-1D05-NM-9001-011,"SYSTEM COMPONENT LIST - 15-
1D05-X-000-01 - OILY WATER
SEWER"
1707,NM,079254C-1D05-NM-9001-012,"SYSTEM COMPONENT LIST - 15-
1D05-X-000-05 - CLOSED DRAIN"
1708,NM,079254C-1D05-NM-9001-013,"SYSTEM COMPONENT LIST - 15-
1D05-X-000-06 - COKE PIT DRAIN"
1709,NM,079254C-1D05-NM-9001-014,"SYSTEM COMPONENT LIST - 15-
1D05-G-000-01 - BRIDGE CRANE"
1710,NM,079254C-1D05-NM-9001-015,"SYSTEM COMPONENT LIST - 15-
1D05-G-000-02 - COKE STRUCTURE
ELEVATOR"
1711,NM,079254C-1D05-NM-9001-016,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-01 - INSTRUMENT AIR"
1712,NM,079254C-1D05-NM-9001-017,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-02 - PLANT AIR"
1713,NM,079254C-1D05-NM-9001-018,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-03 - NITROGEN"
1714,NM,079254C-1D05-NM-9001-019,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-04 - SERVICE WATER"
1715,NM,079254C-1D05-NM-9001-020,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-05 - POTABLE WATER"
1716,NM,079254C-1D05-NM-9001-021,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-07 - COOLING WATER"
1717,NM,079254C-1D05-NM-9001-022,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-08 - BOILER FEED
WATER"
1718,NM,079254C-1D05-NM-9001-023,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-09 - HPS / HSS"
1719,NM,079254C-1D05-NM-9001-024,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-10 - MPS / MMS"
1720,NM,079254C-1D05-NM-9001-025,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-11 - LP STEAM"
1721,NM,079254C-1D05-NM-9001-026,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-15 - NATURAL GAS"
1722,NM,079254C-1D05-NM-9001-027,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-16 - FUEL GAS"
1723,NM,079254C-1D05-NM-9001-028,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-19 - TREATED WATER"
1724,NM,079254C-1D05-NM-9001-029,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-34 - HP BOILER FEED
WATER"
1725,NM,079254C-1D05-NM-9001-030,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-36 - HP NATURAL GAS"
1726,NM,079254C-1D05-NM-9001-031,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-37 - LP FLARE"
1727,NM,079254C-1D05-NM-9001-032,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-43 - ISS -
INTERMEDIATE PRESSURE STEAM"
1728,NM,079254C-1D05-NM-9001-033,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-44 - LMS - LOW
MEDIUM PRESSURE STEAM"
1729,NM,079254C-1D05-NM-9001-034,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-45 - STE - STEAM"
1730,NM,079254C-1D05-NM-9001-035,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-46 - LFL - LIGHT
FLUSHING OIL"
1731,NM,079254C-1D05-NM-9001-036,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-47 - HFL - HEAVY
FLUSHING OIL"
1732,NM,079254C-1D05-NM-9001-037,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-48 - CND -
CONDENSATE"
1733,NM,079254C-1D05-NM-9001-038,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-49 - BDH - BLOWDOWN"
1734,NM,079254C-1D05-NM-9001-039,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-50 - LPS STEAM
TRACING"
1735,NM,079254C-1D05-NM-9001-040,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-51 - MPS STEAM
TRACING"
1736,NM,079254C-1D05-NM-9001-041,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-01 - FURNACE"
1737,NM,079254C-1D05-NM-9001-042,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-02 - FRACTIONATOR"
1738,NM,079254C-1D05-NM-9001-043,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-03 - FRACTIONATOR
OVERHEAD"
1739,NM,079254C-1D05-NM-9001-044,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-04 - LCGO/HCGO
SECTION"
1740,NM,079254C-1D05-NM-9001-045,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-05 - WET GAS
COMPRESSOR"
1741,NM,079254C-1D05-NM-9001-046,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-06 -
ABSORBER/STRIPPER"
1742,NM,079254C-1D05-NM-9001-047,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-07 - DEBUTANIZER"
1743,NM,079254C-1D05-NM-9001-048,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-08 - CLOSED
BLOWDOWN"
1744,NM,079254C-1D05-NM-9001-049,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-09 - HYDRAULIC
DECOKING"
1745,NM,079254C-1D05-NM-9001-050,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-10 - COKE DRUMS"
1746,NM,079254C-1D05-NM-9001-051,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-12 - REFINERY
SLUDGE"
1747,NM,079254C-1D05-NM-9001-052,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-13 - CHEMICALS"
1748,NM,079254C-1D05-NM-9001-053,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-14 - STRIPPED SOUR
WATER"
1749,NM,079254C-1D05-NM-9001-054,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-15 - WET GAS
COMPRESSOR - LUBE OIL"
1750,NM,079254C-1D05-NM-9001-055,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-16 - DECOKING WATER
JET PUMPS 05-P-014 - LUBE OIL"
1751,NM,079254C-1D05-NM-9001-056,"SYSTEM COMPONENT LIST - 15-
1D05-E-000-12 - STREET
LIGHTING"
1752,NM,079254C-1D05-NM-9001-057,SYSTEM COMPONENT LIST - 15-1D05-E-000-14 - AVIATION LIGHTING
1753,NM,079254C-1D05-NM-9001-058,"SYSTEM COMPONENT LIST - 15-
1D05-F-000-01 - FIRE FIGHTING
AND SAFETY DEVICES"
1754,NM,079254C-1D05-NM-9001-059,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-17 - FIRE WATER"
1755,MTO,079254C-1D05-MTO-1745-005,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-101)"
1756,MTO,079254C-1D05-MTO-1745-005,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-101)"
1757,MTO,079254C-1D05-MTO-1745-010,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-102)"
1758,MTO,079254C-1D05-MTO-1745-010,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-102)"
1759,MTO,079254C-1D05-MTO-1745-011,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-103)"
1760,MTO,079254C-1D05-MTO-1745-011,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-103)"
1761,MTO,079254C-1D05-MTO-1745-012,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-104)"
1762,MTO,079254C-1D05-MTO-1745-012,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-104)"
1763,MTO,079254C-1D05-MTO-1745-013,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-200))"
1764,MTO,079254C-1D05-MTO-1745-014,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-400)"
1765,MTO,079254C-1D05-MTO-1745-014,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-400)"
1766,MTO,079254C-1D05-MTO-1745-015,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-300)"
1767,MTO,079254C-1D05-MTO-1745-015,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-300)"
1768,MTO,079254C-1D05-MTO-1745-018,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-443)"
1769,MTO,079254C-1D05-MTO-1745-018,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-443)"
1770,MTO,079254C-1D05-MTO-1845-006,"MATERIAL TAKE-OFF FOR STEEL
SUPPORT - 05-IS-1000"
1771,MTO,079254C-1D05-MTO-1845-006,"MATERIAL TAKE-OFF FOR STEEL
SUPPORT - 05-IS-1000"
1772,MTO,079254C-1D05-MTO-1845-009,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-101"
1773,MTO,079254C-1D05-MTO-1845-009,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-101"
1774,MTO,079254C-1D05-MTO-1845-010,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-102"
1775,MTO,079254C-1D05-MTO-1845-010,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-102"
1776,MTO,079254C-1D05-MTO-1845-011,"MATERIAL TAKE OFF FOR MISC.
PIPE SUPPORTS 05-IS-103"
1777,MTO,079254C-1D05-MTO-1845-011,"MATERIAL TAKE OFF FOR MISC.
PIPE SUPPORTS 05-IS-103"
1778,MTO,079254C-1D05-MTO-1845-012,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-104"
1779,MTO,079254C-1D05-MTO-1845-012,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-104"
1780,MTO,079254C-1D05-MTO-1845-013,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-200"
1781,MTO,079254C-1D05-MTO-1845-013,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-200"
1782,MTO,079254C-1D05-MTO-1845-014,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-400"
1783,MTO,079254C-1D05-MTO-1845-014,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-400"
1784,MTO,079254C-1D05-MTO-1845-015,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-300"
1785,MTO,079254C-1D05-MTO-1845-015,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-300"
1786,MTO,079254C-1D05-MTO-1845-017,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-500"
1787,MTO,079254C-1D05-MTO-1845-017,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-500"
1788,MTO,079254C-1D05-MTO-1845-018,"MATERIAL TAKE-OFF FOR
MISC. STEEL PIPE SUPPORTS 05-
IS-443"
1789,MTO,079254C-1D05-MTO-1845-018,"MATERIAL TAKE-OFF FOR
MISC. STEEL PIPE SUPPORTS 05-
IS-443"
1790,PID,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1791,PID,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1792,PID,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1793,PID,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1794,PID,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1795,PID,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1796,PID,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1797,PID,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1798,PID,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1799,PID,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1800,PID,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1801,PID,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1802,PID,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1803,PID,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1804,PID,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1805,PID,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1806,PID,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1807,PID,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1808,PID,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1809,PID,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1810,PID,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1811,PID,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1812,PID,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1813,PID,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1814,PID,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1815,PID,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1816,PID,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1817,PID,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1818,PID,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1819,PID,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1820,PID,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1821,PID,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1822,PID,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1823,PID,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1824,PID,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1825,PID,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1826,PID,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1827,PID,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1828,PID,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1829,PID,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1830,PID,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1831,PID,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
