index,Document No.,Document Title
1541,079254C-1B04-NM-9001-012,"SYSTEM COMPONENT LIST - 11-
1B04-F-000-02 - DELUGE SYSTEMS"
1542,079254C-1B04-NM-9001-013,"SYSTEM COMPONENT LIST - 11-
1B04-X-000-01 - OILY WATER
SEWER"
1543,079254C-1B04-NM-9001-014,"SYSTEM COMPONENT LIST - 11-
1B04-G-000-01 - BRIDGE CRANE"
1544,079254C-1B04-NM-9001-015,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-01 - INSTRUMENT AIR"
1545,079254C-1B04-NM-9001-016,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-02 - PLANT AIR"
1546,079254C-1B04-NM-9001-017,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-03 - NITROGEN"
1547,079254C-1B04-NM-9001-018,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-04 - SERVICE WATER"
1548,079254C-1B04-NM-9001-019,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-05 - POTABLE WATER"
1549,079254C-1B04-NM-9001-020,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-07 - COOLING WATER"
1550,079254C-1B04-NM-9001-021,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-09 - HP STEAM"
1551,079254C-1B04-NM-9001-022,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-11 - LP STEAM"
1552,079254C-1B04-NM-9001-023,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-14 - LP CONDENSATE"
1553,079254C-1B04-NM-9001-024,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-17 - FIRE WATER"
1554,079254C-1B04-NM-9001-025,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-19 - TREATED WATER"
1555,079254C-1B04-NM-9001-026,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-34 - HP BOILER FEED
WATER"
1556,079254C-1B04-NM-9001-027,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-36 - HP NATURAL GAS"
1557,079254C-1B04-NM-9001-028,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-37 - LP FLARE"
1558,079254C-1B04-NM-9001-029,"SYSTEM COMPONENT LIST - 11-
1B04-U-000-38 - HP FLARE"
1559,079254C-1B04-NM-9001-030,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-01 - FEED"
1560,079254C-1B04-NM-9001-031,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-02 - H2 RICH GAS
FROM CCR"
1561,079254C-1B04-NM-9001-032,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-03 - HYDRO
DESULPHURIZER"
1562,079254C-1B04-NM-9001-033,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-04 - REFORMER"
1563,079254C-1B04-NM-9001-034,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-05 - CLEAN STEAM
GENERATION"
1564,079254C-1B04-NM-9001-035,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-06 - PROCESS STEAM
GENERATION"
1565,079254C-1B04-NM-9001-036,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-07 - BLOWDOWN"
1566,079254C-1B04-NM-9001-037,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-08 - HT SHIFT
REACTOR AND EXCHANGERS"
1567,079254C-1B04-NM-9001-038,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-09 - HOT CONDENSATE
AND DEGASIFIER"
1568,079254C-1B04-NM-9001-039,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-10 - COLD
CONDENSATE AND NITROGEN
COMPRESSOR"
1569,079254C-1B04-NM-9001-040,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-11 - PSA"
1570,079254C-1B04-NM-9001-041,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-12 - PURGE GAS"
1571,079254C-1B04-NM-9001-042,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-13 - FEED RECOVERY"
1572,079254C-1B04-NM-9001-043,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-14 - RECOVERY PSA"
1573,079254C-1B04-NM-9001-044,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-15 - TAIL GAS"
1574,079254C-1B04-NM-9001-045,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-16 - CHEMICALS"
1575,079254C-1B04-NM-9001-046,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-17 - NITROGEN
COMPRESSOR - LUBE OIL"
1576,079254C-1B04-NM-9001-047,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-18 - FEED
COMPRESSOR - LUBE OIL"
1577,079254C-1B04-NM-9001-048,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-19 - TAIL GAS
COMPRESSOR - LUBE OIL"
1578,079254C-1B04-NM-9001-049,"SYSTEM COMPONENT LIST - 11-
1B04-P-000-20 - TEMPERED WATER
NITROGEN COMPRESSOR"
1579,079254C-1B04-MTO-1743-004,"UNIT 1B04 - MATERIAL TAKE-OFF
FOR FOUNDATION FOR 04-H-001
(P.G.B & S.D SUPPORT
STRUCTURE)"
1580,079254C-1B04-MTO-1743-004,"UNIT 1B04 - MATERIAL TAKE-OFF
FOR FOUNDATION FOR 04-H-001
(P.G.B & S.D SUPPORT
STRUCTURE)"
1581,079254C-1B04-MTO-1743-008,"UNIT-1B04 - MTO FOR FOUNDATION
FOR 04-H-001 (FD (04-F-001) /
ID (04-F-002)FAN,STACK,AIR
INTAKE & DUCT SUPPORT
STRUCTURE)"
1582,079254C-1B04-MTO-1743-008,"UNIT-1B04 - MTO FOR FOUNDATION
FOR 04-H-001 (FD (04-F-001) /
ID (04-F-002)FAN,STACK,AIR
INTAKE & DUCT SUPPORT
STRUCTURE)"
1583,079254C-1B04-MTO-1845-004,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR MISCELLANEOUS
SUPPORTS 04-IS-001"
1584,079254C-1B04-MTO-1845-004,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR MISCELLANEOUS
SUPPORTS 04-IS-001"
1585,079254C-1B04-PID-0021-342-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT (HPU) - EXPORT BFW PUMPS (EX. DOC. 079254C-1B04-PID-0021- 705)"
1586,079254C-1B04-PID-0021-342-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT (HPU) - EXPORT BFW PUMPS (EX. DOC. 079254C-1B04-PID-0021- 705)"
1587,079254C-1B04-PID-0021-342-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT (HPU) - EXPORT BFW PUMPS (EX. DOC. 079254C-1B04-PID-0021- 705)"
1588,079254C-1B04-PID-0021-342-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT (HPU) - EXPORT BFW PUMPS (EX. DOC. 079254C-1B04-PID-0021- 705)"
1589,079254C-1B04-PID-0021-342-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT (HPU) - EXPORT BFW PUMPS (EX. DOC. 079254C-1B04-PID-0021- 705)"
1590,079254C-1B04-PID-0021-606-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - RAW WATER,POTABLE
WATER (EX. 079254C-1B04-PID-
0031-108)"
1591,079254C-1B04-PID-0021-606-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - RAW WATER,POTABLE
WATER (EX. 079254C-1B04-PID-
0031-108)"
1592,079254C-1B04-PID-0021-606-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - RAW WATER,POTABLE
WATER (EX. 079254C-1B04-PID-
0031-108)"
1593,079254C-1B04-PID-0021-606-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - RAW WATER,POTABLE
WATER (EX. 079254C-1B04-PID-
0031-108)"
1594,079254C-1B04-PID-0021-606-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - RAW WATER,POTABLE
WATER (EX. 079254C-1B04-PID-
0031-108)"
1595,079254C-1B04-PID-0021-606-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - RAW WATER,POTABLE
WATER (EX. 079254C-1B04-PID-
0031-108)"
1596,079254C-1B04-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - CONDENSATE POTS
DETAILS"
1597,079254C-1B04-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - CONDENSATE POTS
DETAILS"
1598,079254C-1B04-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - CONDENSATE POTS
DETAILS"
1599,079254C-1B04-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- HYDROGEN PRODUCTION UNIT
(HPU) - CONDENSATE POTS
DETAILS"
1600,079254C-1B04-PID-0021-705-01,PIPING AND INSTRUMENT DIAGRAM EXPORT BFW PUMPS
1601,079254C-1B04-PID-0031-108-01,"PIPING AND INSTRUMENT DIAGRAM RAW WATER, POTABLE WATER"
1602,079254C-1B04-PID-0031-108-01,"PIPING AND INSTRUMENT DIAGRAM RAW WATER, POTABLE WATER"
1603,079254C-1B04-TSI-PTJ-13-00003,"TECHNICAL SITE INSTRUCTION -
ENGINEERING EXECUTION OF
SUPPLIER PIPE SUPPORTS FOR 04-
K-002"
1604,079254C-1B04-TSI-PTJ-13-00006,TECHNICAL SITE INSTRUCTION - MODIFICATION SUPPORTS FOR SPRING HV03-1B04-008
1605,079254C-1B04-TSI-PTJ-13-00007,TECHNICAL SITE INSTRUCTION -REVISED SUPPORTS FOR CONDITIONSITE
1606,079254C-1B04-TSI-PTJ-13-00008,TECHNICAL SITE INSTRUCTION -INSERT NEW SUPPORTS
1607,079254C-1B04-TSI-PTJ-13-00009,TECHNICAL SITE INSTRUCTION - INSERT SUPPORT LINES FOR SMALL BORE 04-H-001
1608,079254C-1B04-TSI-PTJ-13-00010,TECHNICAL SITE INSTRUCTION -PIPING STANDARD SUPPORTS TO BE FABRICATED â€¢- SHOWN ON ISOMETRICS BUT NOT INCLUDED IN THE MTO
1609,079254C-1B04-TSI-PTJ-13-00014,TECHNICAL SITE INSTRUCTION FOR REVISED SUPPORT AS PER SITE CONDITION
1610,079254C-1B04-TSI-PTJ-14-00002,"TECHNICAL SITE INSTRUCTION -
POSITION OF REFORMER 04-H-001
- MISTMACHING BETWEEN
FOUNDATION (079254C-1B04-DW-
1743-005_0"
1611,079254C-1B04-TSI-PTJ-14-00003,"TECHNICAL SITE INSTRUCTION -
POSITION OF REFORMER 04-H-001
- MISTMACHING BETWEEN
FOUNDATION (079254C-1B04-DW-
1743-005_0"
1612,079254C-1B04-TSI-PTJ-14-00005,"DUE TO THE CONS OF FUEL GAS
FAN 04-F-002 AND THE AIR
INTAKE & DUCT SUPPORT STR
BELONG TO 04-H-001 IN
DIFFERENT LOCATION"
1613,079254C-1B04-TSI-PTJ-15-00004,TECHNICAL SITE INSTRUCTION - INSERT NEW TYPICAL SUPPORTS
1614,079254C-1B04-TSI-PTJ-16-00004,"TECHNICAL SITE INSTRUCTIONJUNCTION
BOX SUPPORT FOR (04-
K-002)"
1615,079254C-1B04-TSI-PTJ-17-00009,"TECHNICAL SITE INSTRUCTION - CLARIFICATION OF POSTINSTALLED ANCHORS ON PEDESTALS
P5, P7, P8, P9, P10 OF 04-E-002, AND P"
1616,079254C-1B04-TSI-PTJ-18-00007,TSI - 04-PR-102 - MODIFICATION OF STEEL SUPPORT MEMBER TO SUIT PIPE ELEVATION SETTING
1617,079254C-1B04-TSI-PTJ-18-00008,TSI - 04-PR-101 - ADDITION OF STEEL MEMBERS TO SUPPORT PIPES AT ELEVATION E.L.+112.500 (T.O.S.)
1618,079254C-1B04-TSI-PTJ-68-00002,TSI - UOPP-504M-00-ST PIPE SUPPORT STANDARD - METRIC
1619,079254C-1B04-TSI-PTJ-68-00005,"TSI - CLOSING OF PUNCH ITEMS
AFTER MECHANICAL ERECTION OF
04-K-002 DUE TO MISSING OR
WRONG COMPONENTS"
1620,079254C-1B04-TSI-PTJ-68-00008,TSI - CORRECTIVE ACTIONS TO AVOID CLASH BETWEEN ROD OF THE DIAGONAL PS-1 SPRING SUPPORTS AND THE SUPPORTING BEAMS
1621,079254C-1B71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1B-01"
1622,079254C-1B71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1B-01"
1623,079254C-1B71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1B-01"
1624,nan,LIST AND REPORTS NM
1625,nan,LIST AND REPORTS NM
1626,nan,SYSTEM COMPONENT LIST 9001
1627,079254C-1B71-NM-9001-001,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-02 - EARTHING AND
LIGHTNING"
1628,079254C-1B71-NM-9001-002,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-03 - MV SECTION_11
KV"
1629,079254C-1B71-NM-9001-003,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-04 - MV SECTION_
6,6 KV"
1630,079254C-1B71-NM-9001-004,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-05 - LV SECTION
_0,4 KV"
1631,079254C-1B71-NM-9001-005,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-06 - GENERAL
SERVICE BOARD"
1632,079254C-1B71-NM-9001-006,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-07 - EMERGENCY
DIESEL GENERATOR"
1633,079254C-1B71-NM-9001-007,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-08 - AC UPS CURRENT"
1634,079254C-1B71-NM-9001-008,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-09 - DC UPS CURRENT"
1635,079254C-1B71-NM-9001-009,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-10 - ECMS"
1636,079254C-1B71-NM-9001-010,"SYSTEM COMPONENT LIST - 03-
1B71-I-PEB-07 - INTERFACE
MARSHALLING PANEL"
1637,079254C-1B71-NM-9001-011,"SYSTEM COMPONENT LIST - 03-
1B71-E-PEB-13 - VFD
DISTRIBUTION PANEL"
1638,nan,SYSTEM COMPONENT LIST 9002
1639,079254C-1B71-NM-9002-001,"SYSTEM COMPONENT LIST - 03-
1B71-E-LCB-02 - EARTHING AND
LIGHTNING"
1640,079254C-1B71-NM-9002-002,"SYSTEM COMPONENT LIST - 03-
1B71-I-LCB-01 - DCS SYSTEM"
1641,079254C-1B71-NM-9002-003,"SYSTEM COMPONENT LIST - 03-
1B71-I-LCB-02 - ESD SYSTEM"
1642,079254C-1B71-NM-9002-004,"SYSTEM COMPONENT LIST - 03-
1B71-I-LCB-03 - FIRE AND GAS
SYSTEM"
1643,079254C-1B71-NM-9002-005,"SYSTEM COMPONENT LIST - 03-
1B71-I-LCB-04 - MACHINE
MONITORING SYSTEM (MMS)"
1644,079254C-1B71-NM-9002-006,"SYSTEM COMPONENT LIST - 03-
1B71-I-LCB-06 - TELECOM SYSTEM"
1645,079254C-1B71-TSI-PTJ-16-00002,TECHNICAL SITE INSTRUCTIONCABLE TRAY SUPPORT MODIFICATION AS PER SITE CONDITION
1646,nan,LIST AND REPORTS NM
1647,nan,LIST AND REPORTS NM
1648,nan,LIST AND REPORTS NM
1649,079254C-1D05-DW-0051-002-01,"DELAYED COKER UNIT 05 (DCU) &
SLUDGE DEWATERING UNIT 49
(SDU) - MAIN SUPPORT & PLATFORM LOCATION PLAN"
1650,079254C-1D05-DW-0051-002-01,"DELAYED COKER UNIT 05 (DCU) &
SLUDGE DEWATERING UNIT 49
(SDU) - MAIN SUPPORT & PLATFORM LOCATION PLAN"
1651,079254C-1D05-DW-0610-009,"MECHANICAL DATA SHEET FOR LCGO
PRODUCT / RICH SPONGE OIL
EXCHANGER 05-E-009 A/B"
1652,079254C-1D05-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1D05"
1653,079254C-1D05-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1D05"
1654,079254C-1D05-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1D05"
1655,079254C-1D05-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1D05"
1656,079254C-1D05-DW-1360-150-1,STD Supports replaced with special supports
1657,079254C-1D05-DW-1360-151-1,STD Supports replaced with special supports
1658,079254C-1D05-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1659,079254C-1D05-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1660,079254C-1D05-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1661,079254C-1D05-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1662,079254C-1D05-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1663,079254C-1D05-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1664,079254C-1D05-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1665,079254C-1D05-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1666,079254C-1D05-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1667,079254C-1D05-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1668,079254C-1D05-DW-1622-002-06,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1669,079254C-1D05-DW-1622-002-06,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1670,079254C-1D05-DW-1622-002-07,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1671,079254C-1D05-DW-1622-002-07,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1672,079254C-1D05-DW-1622-002-08,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1673,079254C-1D05-DW-1622-002-08,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1674,079254C-1D05-DW-1622-002-09,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1675,079254C-1D05-DW-1622-002-09,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1676,079254C-1D05-DW-1622-002-10,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1677,079254C-1D05-DW-1622-002-10,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1678,079254C-1D05-DW-1622-002-11,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1679,079254C-1D05-DW-1622-002-11,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1680,079254C-1D05-DW-1622-002-12,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1681,079254C-1D05-DW-1622-002-12,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1682,079254C-1D05-DW-1622-002-13,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1683,079254C-1D05-DW-1622-002-13,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1684,079254C-1D05-DW-1622-002-14,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1685,079254C-1D05-DW-1622-002-14,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1686,079254C-1D05-DW-1622-002-15,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1687,079254C-1D05-DW-1622-002-15,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1688,079254C-1D05-DW-1622-002-16,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1689,079254C-1D05-DW-1622-002-16,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1690,079254C-1D05-DW-1622-002-17,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1691,079254C-1D05-DW-1622-002-17,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D05"
1692,079254C-1D05-DW-1745-005-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-101)"
1693,079254C-1D05-DW-1745-005-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-101)"
1694,079254C-1D05-DW-1745-010-01,"UNIT 1D05-DCU - FOUNDATION FOR
MISC. PIPE SUPPORTS 05-IS-102"
1695,079254C-1D05-DW-1745-010-01,"UNIT 1D05-DCU - FOUNDATION FOR
MISC. PIPE SUPPORTS 05-IS-102"
1696,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1697,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1698,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1699,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1700,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1701,079254C-1D05-DW-1745-011-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-103)"
1702,079254C-1D05-DW-1745-012-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-104)"
1703,079254C-1D05-DW-1745-012-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-104)"
1704,079254C-1D05-DW-1745-013-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1705,079254C-1D05-DW-1745-013-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1706,079254C-1D05-DW-1745-013-02,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-200)"
1707,079254C-1D05-DW-1745-013-02,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-200)"
1708,079254C-1D05-DW-1745-014-01,"UNIT 1D05 - DCU - FOUNDATION
FOR PIPE SUPPORTS (05-IS-400)"
1709,079254C-1D05-DW-1745-014-01,"UNIT 1D05 - DCU - FOUNDATION
FOR MISC. PIPE SUPPORTS 05-IS-
300"
1710,079254C-1D05-DW-1745-015-01,"UNIT 1D05 - DCU - FOUNDATION
FOR MISC. PIPE SUPPORTS 05-IS-
300"
1711,079254C-1D05-DW-1745-018-01,UNIT 1D05 - DCU - FOUNDATION FOR PIPE SUPPORTS (05-IS-443)
1712,079254C-1D05-DW-1745-018-01,UNIT 1D05 - DCU - FOUNDATION FOR PIPE SUPPORTS (05-IS-443)
1713,079254C-1D05-DW-1845-006-01,"UNIT-1D05-DCU - STEEL SUPPORT FOR 05-IS-1000 - ISOMETRIC VIEW, PLANS, PLANS, ELEVATIONS AND DETAIL"
1714,079254C-1D05-DW-1845-009-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-101)"
1715,079254C-1D05-DW-1845-010-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-102)"
1716,079254C-1D05-DW-1845-011-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-102)"
1717,079254C-1D05-DW-1845-012-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-104)"
1718,079254C-1D05-DW-1845-013-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1719,079254C-1D05-DW-1845-013-02,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-200)"
1720,079254C-1D05-DW-1845-014-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-400)"
1721,079254C-1D05-DW-1845-014-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-400)"
1722,079254C-1D05-DW-1845-015-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-300)"
1723,079254C-1D05-DW-1845-015-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-300)"
1724,079254C-1D05-DW-1845-017-01,"UNIT 1D05 - DCU - MISC. STEEL
FOR PIPE SUPPORTS (05-IS-500)"
1725,079254C-1D05-DW-1845-018-01,UNIT 1D05 - DCU - MISC. STEEL FOR PIPE SUPPORTS (05-IS-443)
1726,079254C-1D05-DW-1845-018-01,UNIT 1D05 - DCU - MISC. STEEL FOR PIPE SUPPORTS (05-IS-443)
1727,nan,LIST AND REPORTS NM
1728,nan,SYSTEM COMPONENT LIST 9001
1729,079254C-1D05-NM-9001-001,"SYSTEM COMPONENT LIST - 15-
1D05-C-000-01 - STRUCTURES"
1730,079254C-1D05-NM-9001-002,"SYSTEM COMPONENT LIST - 15-
1D05-C-000-02 - PIPERACK"
1731,079254C-1D05-NM-9001-003,"SYSTEM COMPONENT LIST - 15-
1D05-C-000-03 - PAVING, ROADS
AND YARDS"
1732,079254C-1D05-NM-9001-004,"SYSTEM COMPONENT LIST - 15-
1D05-E-000-01 - LIGHTING AND
SMALL POWER"
1733,079254C-1D05-NM-9001-005,"SYSTEM COMPONENT LIST - 15-
1D05-E-000-02 - EARTHING AND
LIGHTNING"
1734,079254C-1D05-NM-9001-006,"SYSTEM COMPONENT LIST - 15-
1D05-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
1735,079254C-1D05-NM-9001-009,"SYSTEM COMPONENT LIST - 15-
1D05-J-000-05 - FIRE AND GAS
DETECTIONSYSTEM COMPONENT LIST - 15-
1D05-J-000-05 - FIRE AND GAS
DETECTION"
1736,079254C-1D05-NM-9001-010,"SYSTEM COMPONENT LIST - 15-
1D05-F-000-02 - DELUGE SYSTEMS"
1737,079254C-1D05-NM-9001-011,"SYSTEM COMPONENT LIST - 15-
1D05-X-000-01 - OILY WATER
SEWER"
1738,079254C-1D05-NM-9001-012,"SYSTEM COMPONENT LIST - 15-
1D05-X-000-05 - CLOSED DRAIN"
1739,079254C-1D05-NM-9001-013,"SYSTEM COMPONENT LIST - 15-
1D05-X-000-06 - COKE PIT DRAIN"
1740,079254C-1D05-NM-9001-014,"SYSTEM COMPONENT LIST - 15-
1D05-G-000-01 - BRIDGE CRANE"
1741,079254C-1D05-NM-9001-015,"SYSTEM COMPONENT LIST - 15-
1D05-G-000-02 - COKE STRUCTURE
ELEVATOR"
1742,079254C-1D05-NM-9001-016,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-01 - INSTRUMENT AIR"
1743,079254C-1D05-NM-9001-017,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-02 - PLANT AIR"
1744,079254C-1D05-NM-9001-018,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-03 - NITROGEN"
1745,079254C-1D05-NM-9001-019,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-04 - SERVICE WATER"
