,Document No.,Document Title
256,079254C-0000-DW-1663-001-01,"ELECTRICAL MONITORING AND
CONTROL SYSTEM BLOCK DIAGRAM"
257,079254C-0000-DW-1663-001-01,"ELECTRICAL MONITORING AND
CONTROL SYSTEM BLOCK DIAGRAM"
258,,CIVIL 17
259,079254C-0000-DW-1702-001-01,GENERAL NOTES FOR CONCRETE WORKS
260,079254C-0000-DW-1702-001-01,GENERAL NOTES FOR CONCRETE WORKS
261,079254C-0000-DW-1702-001-01,GENERAL NOTES FOR CONCRETE WORKS
262,079254C-0000-DW-1702-001-01,GENERAL NOTES FOR CONCRETE WORKS
263,,STEEL STRUCTURE 18
264,079254C-0000-DW-1802-001-01,"GENERAL NOTES FOR STEEL
STRUCTURES"
265,079254C-0000-DW-1802-001-01,"GENERAL NOTES FOR STEEL
STRUCTURES"
266,,HSE SAFTEY AND FIRE 19
267,079254C-0000-DW-1920-001-01,HAZARDOUS AREA CLASSIFICATION
268,079254C-0000-DW-1920-001-01,HAZARDOUS AREA CLASSIFICATION
269,079254C-0000-DW-1933-001-01,MAIN FIRE WATER NETWORK LAYOUT
270,079254C-0000-DW-1933-001-01,MAIN FIRE WATER NETWORK LAYOUT
271,079254C-0000-DW-1950-001-01,"FIRE AND GAS IDENTIFICATION
LAYOUT"
272,079254C-0000-DW-1960-001-01,"ESCAPE WAYS IDENTIFICATION
LAYOUT"
273,079254C-0000-DW-1980-001-01,PASSIVE FIRE PROTECTION - IDENTIFICATION LAYOUT
274,,MECHANICAL 68
275,079254C-0000-DW-6810-001-01,"EQUIPMENT INTERNAL
TRANSPORTATION PLAN -
PRELIMINARY STUDY"
276,,Temporary Job Site Facilities (TCF) 82
277,079254C-0000-DW-8260-001-01,"TEMPORARY CONSTRUCTION FACILITIES OFFICES, WAREHOUSES & CAMPS GENERAL LAYOUT"
278,079254C-0000-DW-8260-002-01,"TEMPORARY CONSTRUCTION FACILITIES OFFICES, WAREHOUSE AND CAMP GENERAL LAYOUT"
279,079254C-0000-DW-8260-002-01,"TEMPORARY CONSTRUCTION FACILITIES OFFICES, WAREHOUSE AND CAMP GENERAL LAYOUT"
280,079254C-0000-DW-8260-003-01,TEMPORARY CONSTRUCTION FACILITIES COMMON EXTERNAL WORKS &TIE - INS POINTS
281,,"Dossiers, Manuals ML"
282,,HEAT EXCHANGER 06
283,079254C-0000-ML-0603,TRANSPORTATION PLAN
284,079254C-0000-ML-0603,TRANSPORTATION PLAN
285,079254C-0000-ML-0603,TRANSPORTATION PLAN
286,079254C-0000-ML-0603,TRANSPORTATION PLAN
287,,EQUIPMENT LIST EL
288,,PROCESS & LAYOUTS 00
289,079254C-0000-EL-001,ITEM INDEX
290,079254C-0000-EL-001,ITEM INDEX
291,079254C-0000-EL-001,ITEM INDEX
292,,FINAL BID TABULATION FTB
293,,PUMPS 09
294,079254C-0000-FBT-0904,"FINAL BID TABULATION FOR
SUBCONTRACTS - TECHNICAL &
COMMERCIAL"
295,,JOB SPECIFICATION CONSTRUCTION JSC
296,,PIPING 13
297,079254C-0000-JSC-1370-001,"JOB CONSTRUCTION SPECIFICATION
FOR THE ASSEMBLY OF BOLTED
FLANGED JOINTS"
298,079254C-0000-JSC-1393-001,JOB SPECIFICATION FOR WATER FLUSHING OF PIPING & EQUIPMENT (EX 079254C-0000-MS-1393-001)
299,079254C-0000-JSC-1393-002,JOB SPECIFICATION FOR AIR BLOWING OF PIPING & EQUIPMENT (EX 079254C-0000-MS-1393-002)
300,079254C-0000-JSC-1393-003,JOB SPECIFICATION FOR DRYING OF PIPING & EQUIPMENT (EX 079254C-0000-MS-1393-003)
301,079254C-0000-JSC-1393-004,JOB SPECIFICATION FOR GROSS LEAK TEST OF PIPING AND EQUIPMENT (EX 079254C-0000-MS- 1393-004)
302,079254C-0000-JSC-1393-005,JOB SPECIFICATION FOR TIGHTNESS TEST OF PIPING AND EQUIPMENT (EX 079254C-0000-MS- 1393-005)
303,079254C-0000-JSC-1393-006,JOB SPECIFICATION FOR STEAM BLOWING OF PIPING & EQUIPMENT (EX 079254C-0000-MS-1393-006)
304,079254C-0000-JSC-1393-009,JOB SPECIFICATION FOR NITROGEN PURGING OF PIPING & EQUIPMENT (EX 079254C-0000-MS-1393-009)
305,079254C-0000-JSC-1393-010,JOB SPECIFICATION FOR START-UP HYDRO-JETTING OF PIPING & EQUIPMENT
306,079254C-0000-JSC-1393-010,JOB SPECIFICATION FOR START-UP HYDRO-JETTING OF PIPING & EQUIPMENT
307,079254C-0000-JSC-1393-011,"JOB SPECIFICATION FOR OIL
FLUSHING OF MACHINERY AND
LUBRICATION SYSTEMS"
308,079254C-0000-JSC-1393-011,"JOB SPECIFICATION FOR OIL
FLUSHING OF MACHINERY AND
LUBRICATION SYSTEMS"
309,079254C-0000-JSC-1393-012,JOB SPECIFICATION FOR MANUAL CLEANING OF LARGE BORE PIPING (EX 079254C-0000-MS-1393-012)
310,079254C-0000-JSC-1393-014,JOB SPECIFICATION FOR PIPING INSPECTION (EX 079254C-0000- MS-1393-014)
311,079254C-0000-JSC-1393-015,"JOB SPECIFICATION FOR RELIEF
VALVES MANAGEMENT (EX 079254C-
0000-MS-1393-015)"
312,079254C-0000-JSC-1393-016,"JOB SPECIFICATION FOR
DEBLOCKING AND/OR ADJUSTMENT
OF PIPING & EQUIPMENT SPECIAL
SUPPORTS (EX 079254C-0000-MS-
1393-016)"
313,079254C-0000-JSC-1393-017,JOB SPECIFICATION FOR TIGHTNESS TEST WITH NITROGEN & HELIUM
314,079254C-0000-JSC-1393-017,JOB SPECIFICATION FOR TIGHTNESS TEST WITH NITROGEN & HELIUM
315,,INSTRUMENT 15
316,079254C-0000-JSC-1593-001,"JOB SPECIFICATION FOR LOOP
CHECK EXECUTION (EX 079254C-
0000-MS-1593-001)"
317,079254C-0000-JSC-1593-001,"JOB SPECIFICATION FOR LOOP
CHECK EXECUTION (EX 079254C-
0000-MS-1593-001)"
318,079254C-0000-JSC-1593-002,"JOB SPECIFICATION FOR LOOP
FOLDER MANAGEMENT (EX 079254C-
0000-MS-1593-002)"
319,079254C-0000-JSC-1593-002,"JOB SPECIFICATION FOR LOOP
FOLDER MANAGEMENT (EX 079254C-
0000-MS-1593-002)"
320,079254C-0000-JSC-1593-002,"JOB SPECIFICATION FOR LOOP
FOLDER MANAGEMENT (EX 079254C-
0000-MS-1593-002)"
321,079254C-0000-JSC-1593-003,"JOB SPECIFICATION FOR
FUNCTIONAL TEST EXECUTION (EX
079254C-0000-MS-1593-002)"
322,079254C-0000-JSC-1593-003,"JOB SPECIFICATION FOR
FUNCTIONAL TEST EXECUTION (EX
079254C-0000-MS-1593-002)"
323,,ELECTERICAL 16
324,079254C-0000-JSC-1693-001,"JOB SPECIFICATION FOR
ELECTRICAL MOTOR SOLO RUN (EX
079254C-0000-MS-1693-001)"
325,079254C-0000-JSC-1693-003,JOB SPECIFICATION FOR START-UP - LUX TEST
326,,BUILDINGS 20
327,079254C-0000-JSC-2093-002,"JOB SPECIFICATION FOR
ELECTRICAL SUBSTATION
ENERGIZATION (EX 079254C-0000-
MS-2093-002)"
328,079254C-0000-JSC-2093-002,"JOB SPECIFICATION FOR
ELECTRICAL SUBSTATION
ENERGIZATION (EX 079254C-0000-
MS-2093-002)"
329,,Procurement & Site Mgt 67
330,079254C-0000-JSC-6740-052,"JS FOR MATERIAL PRESERVATION DURING CONSTRUCTION, PRECOMMISSIONING &
COMMISSIONING (EX. 079254C-0000-MS-6740-052)"
331,,MECHANICAL 68
332,079254C-0000-JSC-6801-001,"JOB CONSTRUCTION SPECIFICATION
FOR RIGGING AND LIFTING
ACTIVITIES"
333,079254C-0000-JSC-6801-001,"JOB CONSTRUCTION SPECIFICATION
FOR RIGGING AND LIFTING
ACTIVITIES"
334,079254C-0000-JSC-6801-001,"JOB CONSTRUCTION SPECIFICATION
FOR RIGGING AND LIFTING
ACTIVITIES"
335,079254C-0000-JSC-6801-001,"JOB CONSTRUCTION SPECIFICATION
FOR RIGGING AND LIFTING
ACTIVITIES"
336,079254C-0000-JSC-6893-001,"JOB SPECIFICATION FOR
MACHINERY ALIGNMENT (EX
079254C-0000-MS-6893-001)"
337,079254C-0000-JSC-6893-001,"JOB SPECIFICATION FOR
MACHINERY ALIGNMENT (EX
079254C-0000-MS-6893-001)"
338,079254C-0000-JSC-6893-002,"JOB SPECIFICATION FOR
EQUIPMENT INSPECTION (EX
079254C-0000-MS-6893-002)"
339,079254C-0000-JSC-6893-002,"JOB SPECIFICATION FOR
EQUIPMENT INSPECTION (EX
079254C-0000-MS-6893-002)"
340,,Job Specifications for Design JSD
341,,PROCESS & LAYOUTS 00
342,079254C-0000-JSD-0000-002,BASIC PROCESS DESIGN REQUIREMENTS AND CRITERIA
343,079254C-0000-JSD-0000-003,SMARTPLANT PID WORKING PROCEDURE FOR 079254C (ASSIUT HYDROCRACKING COMPLEX - ANOPC) PROJECT
344,079254C-0000-JSD-0001-001,BASIC DESIGN DATA
345,079254C-0000-JSD-0001-003,"STANDARD SPECIFICATION FOR PID
PREPARATION"
346,,REACTOR 04
347,079254C-0000-JSD-0400-001,JOB SPECIFICATION FOR DESIGN OF PRESSURE & ATMOSPHERIC STATIC EQUIPMENT
348,,PIPING 13
349,079254C-0000-JSD-1300-001,PIPING MATERIAL CLASSES
350,079254C-0000-JSD-1300-001,PIPING MATERIAL CLASSES
351,079254C-0000-JSD-1300-001,PIPING MATERIAL CLASSES
352,079254C-0000-JSD-1300-001,PIPING MATERIAL CLASSES
353,079254C-0000-JSD-1300-002,"DESIGN SPECIFICATION FOR PIPING DESIGN
I - BASIC SPECIFICATIONS"
354,079254C-0000-JSD-1300-002,"DESIGN SPECIFICATION FOR PIPING DESIGN
I - BASIC SPECIFICATIONS"
355,079254C-0000-JSD-1300-003,"DESIGN SPECIFICATION FOR STEAM TRACING
SPECIFICATION AND STANDARDS
I - BASIC DESIGN SPECIFICATION"
356,079254C-0000-JSD-1300-004,"DESIGN SPECIFICATION RULES FOR THE DESIGN OF JACKETED PIPING
I - BASIC SPECIFICATION"
357,079254C-0000-JSD-1300-008,JSD FOR PIPING STRESS ANALYSIS
358,079254C-0000-JSD-1300-009,"JSD FOR LOADS ON PIPERACKS
STRUCTURES - ISOLATED SUPPORTS
- PIPING SUPPORTS"
359,079254C-0000-JSD-1300-010,"JSD FOR AUXILIARY PIPING
SUPPORTS"
360,079254C-0000-JSD-1300-010,"JSD FOR AUXILIARY PIPING
SUPPORTS"
361,,UNDERGROUND 14
362,079254C-0000-JSD-1400-001,"JOB DESIGN SPECIFICATION FOR
UNDERGROUND SYSTEMS"
363,079254C-0000-JSD-1410-001,GEOTECHNICAL RECOMMENDATION FOR EARTHWORKS AND FOUNDATIONS
364,079254C-0000-JSD-1410-001,GEOTECHNICAL RECOMMENDATION FOR EARTHWORKS AND FOUNDATIONS
365,079254C-0000-JSD-1410-002,GEOTECHNICAL RECOMMENDATION FOR EARTHWORKS AND FOUNDATIONS FLARE AREA
366,079254C-0000-JSD-1410-002,GEOTECHNICAL RECOMMENDATION FOR EARTHWORKS AND FOUNDATIONS FLARE AREA
367,079254C-0000-JSD-1410-004,"PERMANENT DRAINAGE TRENCHES AND WATER PONDS - ENGINEERING
RECOMMENDATION FOR DETAIL DESIGN PHASE"
368,079254C-0000-JSD-1410-004,"PERMANENT DRAINAGE TRENCHES AND WATER PONDS - ENGINEERING
RECOMMENDATION FOR DETAIL DESIGN PHASE"
369,079254C-0000-JSD-1410-004,"PERMANENT DRAINAGE TRENCHES AND WATER PONDS - ENGINEERING
RECOMMENDATION FOR DETAIL DESIGN PHASE"
370,079254C-0000-JSD-1410-004,"PERMANENT DRAINAGE TRENCHES AND WATER PONDS - ENGINEERING
RECOMMENDATION FOR DETAIL DESIGN PHASE"
371,079254C-0000-JSD-1410-004,"PERMANENT DRAINAGE TRENCHES AND WATER PONDS - ENGINEERING
RECOMMENDATION FOR DETAIL DESIGN PHASE"
372,079254C-0000-JSD-1410-004,"PERMANENT DRAINAGE TRENCHES AND WATER PONDS - ENGINEERING
RECOMMENDATION FOR DETAIL DESIGN PHASE"
373,079254C-0000-JSD-1440-001,"JOB DESIGN SPECIFICATION FOR
EARTHWORKS - ROAD & FENCING"
374,,INSTRUMENTATION 15
375,079254C-0000-JSD-1501-001,"GENERAL DESIGN RULES FOR
INSTRUMENT NUMBERING"
376,079254C-0000-JSD-1501-002,JOB SPECIFICATION FOR DESIGN FOR SMARTPLANT INSTRUMENTATION
377,079254C-0000-JSD-1501-002,JOB SPECIFICATION FOR DESIGN FOR SMARTPLANT INSTRUMENTATION
378,079254C-0000-JSD-1501-002,JOB SPECIFICATION FOR DESIGN FOR SMARTPLANT INSTRUMENTATION
379,079254C-0000-JSD-1501-002,JOB SPECIFICATION FOR DESIGN FOR SMARTPLANT INSTRUMENTATION
380,079254C-0000-JSD-1501-002,JOB SPECIFICATION FOR DESIGN FOR SMARTPLANT INSTRUMENTATION
381,079254C-0000-JSD-1510-001,JOB DESIGN SPECIFICATION FOR CONTROL AND SAFETY SYSTEMS PHILOSOPHY
382,079254C-0000-JSD-1510-001,JOB DESIGN SPECIFICATION FOR CONTROL AND SAFETY SYSTEMS PHILOSOPHY
383,079254C-0000-JSD-1510-001,JOB DESIGN SPECIFICATION FOR CONTROL AND SAFETY SYSTEMS PHILOSOPHY
384,079254C-0000-JSD-1510-002,"JOB DESIGN SPECIFICATION FOR
AUTOMATION SYSTEM AVAILABILITY"
385,079254C-0000-JSD-1515-002,"JSD FOR SIS SAFETY
REQUIREMENTS SPECIFICATION"
386,079254C-0000-JSD-1530-001,TELECOMMUNICATION SYSTEMS PHILOSOPHY
387,079254C-0000-JSD-1530-001,TELECOMMUNICATION SYSTEMS PHILOSOPHY
388,079254C-0000-JSD-1530-002,"JSD FOR BUILDING COMMUNICATION
FACILITIES AND STRUCTURED
CABLING SYSTEM (SCS)"
389,079254C-0000-JSD-1540-001,JOB DESIGN SPECIFICATION FOR INSTRUMENTATION
390,079254C-0000-JSD-1540-001,JOB DESIGN SPECIFICATION FOR INSTRUMENTATION
391,079254C-0000-JSD-1560-001,JOB DESIGN SPECIFICATION FOR ANALYZER SYSTEM
392,079254C-0000-JSD-1560-002,JOB DESIGN SPECIFICATION FOR ANALYZER SHELTERS
393,079254C-0000-JSD-1560-002,JOB DESIGN SPECIFICATION FOR ANALYZER SHELTERS
394,079254C-0000-JSD-1580-001,GENERAL DESIGN RULES FOR PACKAGE INSTRUMENTATION AND CONTROL
395,,ELECTERICAL 16
396,079254C-0000-JSD-1600-001,GENERAL DESIGN RULES FOR ELECTRICAL SYSTEM
397,079254C-0000-JSD-1600-008,GENERAL DESIGN RULES FOR SMARTPLANT ELECTRICAL DATABASE SETUP
398,,CIVIL 17
399,079254C-0000-JSD-1700-001,GENERAL DESIGN RULES FOR FOUNDATIONS AND STRUCTURES
400,079254C-0000-JSD-1700-001,GENERAL DESIGN RULES FOR FOUNDATIONS AND STRUCTURES
401,,HSE SAFTEY AND FIRE 19
402,079254C-0000-JSD-1900-001,"FIREFIGHTING SYSTEM
SPECIFICATION"
403,079254C-0000-JSD-1900-003,FUNCTIONAL SPECIFICATION FOR SAFETY DESIGN (SAFETY PROCESS DESIGN CRITERIA)
404,079254C-0000-JSD-1900-003,FUNCTIONAL SPECIFICATION FOR SAFETY DESIGN (SAFETY PROCESS DESIGN CRITERIA)
405,079254C-0000-JSD-1950-001,FIRE AND GAS DETECTION SYSTEM SPECIFICATION
406,079254C-0000-JSD-1980-001,PASSIVE FIRE PROTECTION SPECIFICATION
407,,THERMAL INSULATION 22
408,079254C-0000-JSD-2200-001,JOB DESIGN SPECIFICATION FOR THERMAL INSULATION (HOT SERVICE)
409,079254C-0000-JSD-2200-001,JOB DESIGN SPECIFICATION FOR THERMAL INSULATION (HOT SERVICE)
410,079254C-0000-JSD-2200-001,JOB DESIGN SPECIFICATION FOR THERMAL INSULATION (HOT SERVICE)
411,079254C-0000-JSD-2200-001,JOB DESIGN SPECIFICATION FOR THERMAL INSULATION (HOT SERVICE)
412,,PAINTING 23
413,079254C-0000-JSD-2300-001,"JOB DESIGN SPECIFICATION FOR
PAINTING"
414,079254C-0000-JSD-2300-001,"JOB DESIGN SPECIFICATION FOR
PAINTING"
415,079254C-0000-JSD-2300-001,"JOB DESIGN SPECIFICATION FOR
PAINTING"
416,079254C-0000-JSD-2330-001,JOB DESIGN SPECIFICATION FORCOATING OF UNDERGROUND PIPING
417,,FIREPROOFING 24
418,079254C-0000-JSD-2400-001,"JOB DESIGN SPECIFICATION FOR
FIREPROOFING"
419,079254C-0000-JSD-2400-001,"JOB DESIGN SPECIFICATION FOR
FIREPROOFING"
420,079254C-0000-JSD-2400-001,"JOB DESIGN SPECIFICATION FOR
FIREPROOFING"
421,079254C-0000-JSD-2400-001,"JOB DESIGN SPECIFICATION FOR
FIREPROOFING"
422,,Acoustics - Vibration - Environment 60
423,079254C-0000-JSD-6000-002,EQUIPMENT NOISE CONTROL SPECIFICATION
424,079254C-0000-JSD-6000-003,"ACOUSTIC INSULATION
FOR PIPES, VALVES AND FLANGES"
425,079254C-0000-JSD-6000-01,PLANT NOISE CONTROL SPECIFICATION
426,,Acoustics - Vibration - Environment 62
427,079254C-0000-JSD-6200-001,EFFLUENT MANAGEMENT PHILOSOPHY (ENVIRONMENTAL PROTECTION DESIGN CRITERIA)
428,,JOB SPECIFICATION MS
429,,JOB CONSTRUCTION SPECIFICATION 51 - 70
430,,PROCESS & LAYOUTS 00
431,079254C-0000-MS-0000-051,JOB CONSTRUCTION SPECIFICATION FOR SITE WELDERS MANAGEMENT
432,079254C-0000-MS-0000-052,JOB CONSTRUCTION SPECIFICATION FOR WELDING ACTIVITIES MANAGEMENT
433,079254C-0000-MS-0000-053,JOB CONSTRUCTION SPECIFICATION FOR SITE PIPING MATERIAL IDENTIFICATION AND TRACEABILITY 
434,,PIPING 13
435,079254C-0000-MS-1320-052,"JOB CONSTRUCTION SPECIFICATION
FOR PRESSURE TESTING"
436,079254C-0000-MS-1320-052,"JOB CONSTRUCTION SPECIFICATION
FOR PRESSURE TESTING"
437,079254C-0000-MS-1320-054,"CONSTRUCTION SPECIFICATION
FOR WELDING, INSPECTION AND
NON-DESTRUCTIVE EXAMINATION
OF PIPING TIE-IN"
438,,Job Specifications for Supply JSS
439,,"Heaters, Furnaces & Boilers 01"
440,079254C-0000-JSS-0110-001,GENERAL SUPPLY RULES FOR FIRED HEATERS AMENDMENT TO API 560
441,079254C-0000-JSS-0150-001,AUXILIARY STEAM BOILERS DESIGN SPECIFICATION
442,,REACTOR 04
443,079254C-0000-JSS-0400-001,JOB SPECIFICATION FOR SUPPLY OF PRESSURE VESSELS AND HEAT EXCHANGERS
444,079254C-0000-JSS-0400-001,JOB SPECIFICATION FOR SUPPLY OF PRESSURE VESSELS AND HEAT EXCHANGERS
445,079254C-0000-JSS-0400-001,JOB SPECIFICATION FOR SUPPLY OF PRESSURE VESSELS AND HEAT EXCHANGERS
446,,PV COLUMNS 05
447,079254C-0000-JSS-0570-001,JOB SPECIFICATION FOR SUPPLY OF COLUMN INTERNALS
448,,AIR COOLERS 07
449,079254C-0000-JSS-0710-001,GENERAL SUPPLY RULES FOR AIR COOLED HEAT EXCHANGERS
450,,PIPING 13
451,079254C-0000-JSS-1300-001,GENERAL SUPPLY SPECIFICATION FOR FOR PIPING MATERIAL
452,079254C-0000-JSS-1300-001,GENERAL SUPPLY SPECIFICATION FOR FOR PIPING MATERIAL
453,079254C-0000-JSS-1310-001,"GENERAL SUPPLY SPECIFICATION FOR VALVES (GATE, GLOBE, CHECK)"
454,079254C-0000-JSS-1310-001,"GENERAL SUPPLY SPECIFICATION FOR VALVES (GATE, GLOBE, CHECK)"
455,079254C-0000-JSS-1310-004,GENERAL SUPPLY SPECIFICATION FOR FOR BUTTERFLY VALVES
456,079254C-0000-JSS-1310-004,GENERAL SUPPLY SPECIFICATION FOR FOR BUTTERFLY VALVES
457,079254C-0000-JSS-1310-006,GENERAL SUPPLY SPECIFICATION FOR PLUG VALVES
458,079254C-0000-JSS-1310-008,GENERAL SUPPLY SPECIFICATION FOR BALL VALVES
459,079254C-0000-JSS-1310-008,GENERAL SUPPLY SPECIFICATION FOR BALL VALVES
460,079254C-0000-JSS-1320-001,GENERAL SUPPLY SPECIFICATION FOR PIPES
461,079254C-0000-JSS-1320-001,GENERAL SUPPLY SPECIFICATION FOR PIPES
462,079254C-0000-JSS-1328-001,"JOB SUPPLY SPECIFICATION
FOR GLASS REINFORCED PLASTIC PIPING"
463,079254C-0000-JSS-1330-001,GENERAL SUPPLY SPECIFICATION FOR BUTTWELDING FITTINGS
464,079254C-0000-JSS-1330-001,GENERAL SUPPLY SPECIFICATION FOR BUTTWELDING FITTINGS
465,079254C-0000-JSS-1340-001,GENERAL SUPPLY SPECIFICATION FOR FORGED FITTINGS
466,079254C-0000-JSS-1350-001,GENERAL SUPPLY SPECIFICATION FOR FLANGES
467,079254C-0000-JSS-1360-001,"GENERAL SUPPLY SPECIFICATION
FOR GASKETS"
468,079254C-0000-JSS-1370-001,"GENERAL SUPPLY SPECIFICATION
FOR BOLTING"
469,079254C-0000-JSS-1370-001,"GENERAL SUPPLY SPECIFICATION
FOR BOLTING"
470,079254C-0000-JSS-1383-001,"GENERAL SUPPLY RULES FOR
ROD & SPRING HANGERS"
471,079254C-0000-JSS-1384-001,"GENERAL SUPPLY RULES FOR
SLIDING PLATES"
472,079254C-0000-JSS-1386-001,"GENERAL SUPPLY RULES FOR
DYNAMIC PIPING SUPPORTS"
473,079254C-0000-JSS-1391-001,"JOB SUPPLY SPECIFICATION FOR
METALLIC EXPANSION JOINTS"
474,079254C-0000-JSS-1391-002,"GENERAL SUPPLY RULES FOR
NON METALLIC EXPANSION JOINTS"
475,,INSTRUMENTATION 15
476,079254C-0000-JSS-1511-001,JSS FOR DCS
477,079254C-0000-JSS-1511-001,JSS FOR DCS
478,079254C-0000-JSS-1511-002,JSS FOR PROGRAMMABLE LOGIC CONTROLLER (PLC)
479,079254C-0000-JSS-1515-001,"JSS FOR EMERGENCY SHUTDOWN
SYSTEM & FIRE AND GAS SYSTEM
(ESD & FGS)"
480,079254C-0000-JSS-1515-001,"JSS FOR EMERGENCY SHUTDOWN
SYSTEM & FIRE AND GAS SYSTEM
(ESD & FGS)"
481,079254C-0000-JSS-1515-004,"JSS FOR MACHINE MONITORING
SYSTEM (MMS)"
482,079254C-0000-JSS-1515-005,"JOB SUPPLY SPECIFICATION FOR
COMPRESSOR CONTROL SYSTEM
(CCS)"
483,079254C-0000-JSS-1515-005,"JOB SUPPLY SPECIFICATION FOR
COMPRESSOR CONTROL SYSTEM
(CCS)"
484,079254C-0000-JSS-1515-008,"JOB SUPPLY SPECIFICATION FOR
STRAIN GAUGE MONITORING SYSTEM"
485,079254C-0000-JSS-1515-008,"JOB SUPPLY SPECIFICATION FOR
STRAIN GAUGE MONITORING SYSTEM"
486,079254C-0000-JSS-1515-008,"JOB SUPPLY SPECIFICATION FOR
STRAIN GAUGE MONITORING SYSTEM"
487,079254C-0000-JSS-1518-001,"TECHNICAL SPECIFICATION
FOR PLANT INFORMATION
MANAGEMENT SYSTEM"
488,079254C-0000-JSS-1518-001,"TECHNICAL SPECIFICATION
FOR PLANT INFORMATION
MANAGEMENT SYSTEM"
489,079254C-0000-JSS-1518-002,"TECHNICAL SPECIFICATION
FOR ASSET INTEGRITY MANAGEMENT
SYSTEM"
490,079254C-0000-JSS-1518-002,"TECHNICAL SPECIFICATION
FOR ASSET INTEGRITY MANAGEMENT
SYSTEM"
491,079254C-0000-JSS-1518-002,"TECHNICAL SPECIFICATION
FOR ASSET INTEGRITY MANAGEMENT
SYSTEM"
492,079254C-0000-JSS-1531-002,"JSS FOR SECURITY ACCESS
CONTROL SYSTEM (ACS)"
493,079254C-0000-JSS-1533-001,JSS FOR TELEPHONE SYSTEM
494,079254C-0000-JSS-1534-001,"JSS FOR BUSINESS DATA LAN
(INCLUDING VIDEOCONFERENCE
SYSTEM)"
495,079254C-0000-JSS-1535-001,"JSS FOR PA/GA & INTERCOM
SYSTEM"
496,079254C-0000-JSS-1541-001,JOB SPECIFICATION FOR SUPPLY FOR CONTROL VALVES AND SELF REGULATED VALVE
497,079254C-0000-JSS-1541-001,JOB SPECIFICATION FOR SUPPLY FOR CONTROL VALVES AND SELF REGULATED VALVE
498,079254C-0000-JSS-1541-001,JOB SPECIFICATION FOR SUPPLY FOR CONTROL VALVES AND SELF REGULATED VALVE
499,079254C-0000-JSS-1541-005,"JOB SPECIFICATION FOR SUPPLY
FOR ANTI-SURGE VALVES"
500,079254C-0000-JSS-1541-005,"JOB SPECIFICATION FOR SUPPLY
FOR ANTI-SURGE VALVES"
501,079254C-0000-JSS-1541-005,"JOB SPECIFICATION FOR SUPPLY
FOR ANTI-SURGE VALVES"
502,079254C-0000-JSS-1542-002,"JOB SPECIFICATION FOR SUPPLY
FOR DESUPER-HEATER"
503,079254C-0000-JSS-1542-002,"JOB SPECIFICATION FOR SUPPLY
FOR DESUPER-HEATER"
504,079254C-0000-JSS-1543-001,"JOB SPECIFICATION FOR SUPPLY
FOR BALL VALVES (BARE SHAFT)"
505,079254C-0000-JSS-1543-001,"JOB SPECIFICATION FOR SUPPLY
FOR BALL VALVES (BARE SHAFT)"
506,079254C-0000-JSS-1543-002,JOB SPECIFICATION FOR SUPPLY FOR BUTTERFLY VALVES (BARE SHAFT)
507,079254C-0000-JSS-1543-004,"JOB SPECIFICATION FOR SUPPLY
FOR COKE DRUM STEAM PURGED
MOTORIZED ON-OFF VALVE"
508,079254C-0000-JSS-1543-004,"JOB SPECIFICATION FOR SUPPLY
FOR COKE DRUM STEAM PURGED
MOTORIZED ON-OFF VALVE"
509,079254C-0000-JSS-1544-001,"JOB SPECIFICATION FOR SUPPLY
FOR ACTUATORS FOR ON-OFF AND
EMERGENCY VALVES"
510,079254C-0000-JSS-1544-001,"JOB SPECIFICATION FOR SUPPLY
FOR ACTUATORS FOR ON-OFF AND
EMERGENCY VALVES"
511,079254C-0000-JSS-1545-001,"JOB SPECIFICATION FOR SUPPLY
FOR SAFETY VALVES AND RUPTURE
DISKS"
512,079254C-0000-JSS-1545-001,"JOB SPECIFICATION FOR SUPPLY
FOR SAFETY VALVES AND RUPTURE
DISKS"
513,079254C-0000-JSS-1546-001,JOB SPECIFICATION FOR SUPPLY FOR PRIMARY FLOW ELEMENTS
514,079254C-0000-JSS-1546-001,JOB SPECIFICATION FOR SUPPLY FOR PRIMARY FLOW ELEMENTS
515,079254C-0000-JSS-1547-001,JOB SPECIFICATION FOR SUPPLY FOR FLOW METERS
516,079254C-0000-JSS-1547-001,JOB SPECIFICATION FOR SUPPLY FOR FLOW METERS
517,079254C-0000-JSS-1552-001,JOB SPECIFICATION FOR SUPPLY FOR LEVEL INSTRUMENTS
518,079254C-0000-JSS-1552-001,JOB SPECIFICATION FOR SUPPLY FOR LEVEL INSTRUMENTS
519,079254C-0000-JSS-1552-002,"JOB SUPPLY SPECIFICATION
FOR NUCLEAR LEVEL INSTRUMENTS"
520,079254C-0000-JSS-1552-002,"JOB SUPPLY SPECIFICATION
FOR NUCLEAR LEVEL INSTRUMENTS"
521,079254C-0000-JSS-1553-001,JOB SPECIFICATION FOR SUPPLY FOR ELECTRONIC PRESSURE & DIFFERENTIAL PRESSURE TRANSMITTERS
522,079254C-0000-JSS-1553-001,JOB SPECIFICATION FOR SUPPLY FOR ELECTRONIC PRESSURE & DIFFERENTIAL PRESSURE TRANSMITTERS
523,079254C-0000-JSS-1553-002,JOB SPECIFICATION FOR SUPPLY FOR PRESSURE & DIFFERENTIAL PRESSURE GAUGES
